ts_code,name,pct_change,leading,leading_pct,up_num,down_num,turnover_rate,total_mv,idx_type
BK0890.DC,MLCC,11.22,风华高科,10.0,18,0,8.45,70765632.0,概念板块
BK1462.DC,玻纤制造,8.41,山东玻纤,9.99,8,0,7.0,55397641.6,行业板块
BK1340.DC,印制电路板,8.21,鹏鼎控股,10.0,46,0,7.06,272168520.0,行业板块
BK0459.DC,元件,8.04,鹏鼎控股,10.0,64,1,6.96,325100899.2,行业板块
BK0976.DC,被动元件概念,7.94,风华高科,10.0,26,2,7.45,90692875.2,概念板块
BK1339.DC,被动元件,7.64,风华高科,10.0,18,1,6.67,52932377.6,行业板块
BK0816.DC,昨日连板,7.24,大众交通,10.05,3,1,11.97,2993452.3,概念板块
BK1023.DC,培育钻石,7.15,黄河旋风,10.01,14,1,3.29,27980721.6,概念板块
BK1397.DC,磨具磨料,7.12,黄河旋风,10.01,14,0,6.85,14584159.7,行业板块
BK0877.DC,PCB,7.01,鹏鼎控股,10.0,143,1,5.93,528905011.2,概念板块
BK1051.DC,昨日连板_含一字,6.49,金利华电,20.0,4,2,12.92,4046063.4,概念板块
BK1113.DC,复合集流体,5.93,双星新材,10.05,28,2,5.15,58399884.8,概念板块
BK1439.DC,膜材料,5.81,双星新材,10.05,19,1,6.75,26390032.1,行业板块
BK1615.DC,铜,5.66,铜陵有色,10.03,17,0,2.28,186167406.4,行业板块
BK1618.DC,磁性材料,5.61,龙磁科技,17.07,15,0,2.81,22157771.9,行业板块
BK1625.DC,钨,5.58,中钨高新,10.0,4,0,5.11,27067112.0,行业板块
BK1675.DC,历史新高,5.54,飞亚达,9.99,19,4,2.61,409662998.4,概念板块
BK0546.DC,玻璃玻纤,5.47,山东玻纤,9.99,14,2,5.74,61615100.8,行业板块
BK0855.DC,纳米银,5.36,行云科技,11.47,6,1,8.34,13733191.1,概念板块
BK1424.DC,氟化工,5.34,三美股份,9.99,10,0,6.37,31109856.0,行业板块
BK0901.DC,3D摄像头,5.28,水晶光电,10.01,8,1,5.63,84026820.8,概念板块
BK1288.DC,金属新材料,5.15,博迁新材,10.0,35,1,3.27,48609604.8,行业板块
BK1334.DC,光学元件,5.14,水晶光电,10.01,23,2,7.67,47553657.6,行业板块
BK1168.DC,铜缆高速连接,5.08,意华股份,10.01,37,1,4.63,138715980.8,概念板块
BK1409.DC,激光设备,4.85,杰普特,18.28,10,0,6.8,43561710.4,行业板块
BK1128.DC,CPO概念,4.84,景旺电子,10.0,51,3,4.84,680941798.4,概念板块
BK1619.DC,其他金属新材料,4.82,博迁新材,10.0,20,1,3.66,26451832.5,行业板块
BK1136.DC,光通信模块,4.82,鹏鼎控股,10.0,88,3,5.83,672634291.2,概念板块
BK1332.DC,电子化学品Ⅲ,4.75,天承科技,20.0,33,3,8.92,78292220.8,行业板块
BK1039.DC,电子化学品Ⅱ,4.75,天承科技,20.0,33,3,8.92,78292220.8,行业板块
BK0703.DC,超级电容,4.72,风华高科,10.0,26,3,3.63,90866536.0,概念板块
BK0674.DC,蓝宝石,4.71,水晶光电,10.01,17,1,6.38,91377513.6,概念板块
BK1161.DC,英伟达概念,4.68,博杰股份,10.0,55,2,3.94,386741660.8,概念板块
BK0666.DC,苹果概念,4.51,鹏鼎控股,10.0,121,6,6.83,605234713.6,概念板块
BK1175.DC,玻璃基板,4.46,天承科技,20.0,31,5,13.28,130147689.6,概念板块
BK1141.DC,混合现实,4.46,智立方,20.0,28,2,11.19,161481708.8,概念板块
BK1415.DC,其他化学纤维,4.4,泰和新材,10.01,8,0,4.08,12220765.3,行业板块
BK1164.DC,AIPC,4.38,鹏鼎控股,10.0,44,0,4.75,231990528.0,概念板块
BK1287.DC,工业金属,4.34,新疆众和,10.03,57,2,2.52,316012924.8,行业板块
BK1101.DC,先进封装,4.3,天承科技,20.0,31,4,9.52,235734022.4,概念板块
BK1622.DC,镍,4.29,华友钴业,4.29,1,0,3.33,11167931.5,行业板块
BK1304.DC,锂电专用设备,4.25,正业科技,12.9,18,1,4.37,23985539.6,行业板块
BK1177.DC,荣耀概念,4.25,昀冢科技,20.0,52,1,11.25,143950510.4,概念板块
BK1162.DC,AI手机,4.05,鹏鼎控股,10.0,34,0,5.01,138466182.4,概念板块
BK0478.DC,有色金属,4.0,博迁新材,10.0,138,6,2.7,606739814.4,行业板块
BK0960.DC,无线充电,3.97,科陆电子,9.96,35,5,4.46,245011158.4,概念板块
BK1305.DC,燃料电池,3.95,亿华通-U,3.95,1,0,2.79,601811.2,行业板块
BK1614.DC,铅锌,3.94,中金岭南,10.03,11,1,4.07,26778689.5,行业板块
BK1059.DC,百元股,3.86,天承科技,20.0,221,61,4.67,2601390054.4,概念板块
BK1411.DC,非金属材料Ⅲ,3.83,联瑞新材,15.19,9,3,4.16,14029253.1,行业板块
BK1180.DC,华为海思,3.83,智立方,20.0,37,3,6.74,132803480.0,概念板块
BK1020.DC,非金属材料Ⅱ,3.83,联瑞新材,15.19,9,3,4.16,14029253.1,行业板块
BK0840.DC,OLED,3.83,格林达,10.0,113,15,8.94,451814681.6,概念板块
BK1148.DC,BC电池,3.81,杰普特,18.28,24,2,2.73,71040494.4,概念板块
BK0454.DC,塑料,3.81,双星新材,10.05,70,6,4.73,77943628.8,行业板块
BK1437.DC,改性塑料,3.79,银禧科技,14.65,21,1,4.11,18102303.1,行业板块
BK1650.DC,通信技术,3.77,鹏鼎控股,10.0,342,40,3.96,1643546700.8,概念板块
BK1620.DC,钴,3.76,腾远钴业,4.56,2,0,3.2,3785862.5,行业板块
BK1613.DC,铝,3.76,新疆众和,10.03,29,1,2.34,103066830.4,行业板块
BK1201.DC,电子,3.75,鹏鼎控股,10.0,443,61,7.1,2135353395.2,行业板块
BK1660.DC,光纤概念,3.74,驰宏锌锗,9.96,59,4,7.14,379306516.8,概念板块
BK0947.DC,屏下摄像,3.69,联创电子,10.04,8,0,12.56,53495745.6,概念板块
BK0977.DC,碳化硅,3.68,时代电气,14.4,41,4,5.02,158171681.6,概念板块
BK0523.DC,新材料,3.66,黄河旋风,10.01,339,41,3.93,794344857.6,概念板块
BK1430.DC,涂料油墨,3.64,杭华股份,7.78,15,2,4.91,8424217.5,行业板块
BK1328.DC,集成电路封测,3.64,长电科技,9.04,12,1,11.9,42696168.0,行业板块
BK0714.DC,5G概念,3.64,风华高科,10.0,288,35,3.79,1578591564.8,概念板块
BK1327.DC,分立器件,3.63,扬杰科技,11.3,16,2,7.16,58958638.4,行业板块
BK1676.DC,百日新高,3.62,金利华电,20.0,43,14,6.64,459738521.6,概念板块
BK0952.DC,第三代半导体,3.62,京泉华,9.99,98,11,6.69,342968540.8,概念板块
BK1592.DC,通信线缆及配套,3.61,富士达,6.5,11,1,6.53,82370390.4,行业板块
BK1336.DC,其他电子Ⅲ,3.59,京泉华,9.99,30,3,6.45,49897923.2,行业板块
BK1308.DC,电工仪器仪表,3.59,科陆电子,9.96,12,2,3.33,10408347.7,行业板块
BK1223.DC,其他电子Ⅱ,3.59,京泉华,9.99,30,3,6.45,49897923.2,行业板块
BK1442.DC,炭黑,3.58,龙星科技,10.04,6,0,6.79,2977714.4,行业板块
BK0964.DC,6G概念,3.58,东材科技,10.0,35,1,4.6,327682227.2,概念板块
BK0641.DC,智能穿戴,3.58,飞亚达,9.99,113,13,7.87,448776320.0,概念板块
BK1338.DC,消费电子零部件及组装,3.54,春秋电子,10.01,77,10,3.7,361697787.2,行业板块
BK1410.DC,其他自动化设备,3.53,克来机电,9.99,24,7,4.59,38257126.4,行业板块
BK1591.DC,通信网络设备及器件,3.52,意华股份,10.01,33,4,4.32,324514779.2,行业板块
BK0679.DC,超导概念,3.52,东方钽业,10.0,19,0,2.39,68445934.4,概念板块
BK1329.DC,集成电路制造,3.44,盛合晶微,6.31,8,0,4.03,198764619.2,行业板块
BK0695.DC,小金属概念,3.42,博迁新材,10.0,101,8,2.33,532327577.6,概念板块
BK1624.DC,其他小金属,3.4,东方钽业,10.0,13,2,5.06,47868328.0,行业板块
BK1160.DC,柔性屏(折叠屏),3.39,京东方Ａ,10.02,66,7,10.43,189903812.8,概念板块
BK0917.DC,半导体概念,3.39,鹏鼎控股,10.0,417,63,5.29,1952006323.2,概念板块
BK1027.DC,小金属,3.38,东方钽业,10.0,23,2,3.77,117530459.2,行业板块
BK0902.DC,MiniLED,3.38,鹏鼎控股,10.0,56,10,10.14,200287353.6,概念板块
BK0833.DC,小米概念,3.38,恒林股份,10.01,194,30,6.67,529620249.6,概念板块
BK0998.DC,机器视觉,3.37,狮头股份,10.0,77,11,4.04,103586678.4,概念板块
BK1317.DC,光伏加工设备,3.36,拉普拉斯,10.4,10,1,4.64,31104396.8,行业板块
BK1646.DC,消费电子概念,3.35,博杰股份,10.0,159,21,7.19,589676953.6,概念板块
BK1127.DC,AI芯片,3.34,国科微,14.16,33,5,6.68,341692521.6,概念板块
BK1178.DC,AI眼镜,3.33,鹏鼎控股,10.0,104,17,5.74,434616576.0,概念板块
BK1138.DC,液冷概念,3.33,博杰股份,10.0,111,22,4.48,659894732.8,概念板块
BK1674.DC,近期新高,3.32,金利华电,20.0,53,19,10.04,521597081.6,概念板块
BK1048.DC,IGBT概念,3.27,博敏电子,9.98,38,5,3.38,220780611.2,概念板块
BK0458.DC,仪器仪表,3.25,埃科光电,15.83,57,8,3.98,66222929.6,行业板块
BK0915.DC,WiFi,3.23,平治信息,8.92,29,2,2.42,89742584.0,概念板块
BK1330.DC,模拟芯片设计,3.22,慧智微-U,19.99,31,4,4.08,67580236.8,行业板块
BK1630.DC,昨日首板,3.19,恒林股份,10.01,17,8,14.31,48752126.4,概念板块
BK1144.DC,高压快充,3.19,风华高科,10.0,52,4,4.17,96883628.8,概念板块
BK1623.DC,钼,3.18,盛龙股份,3.18,2,0,1.83,11558225.7,行业板块
BK1331.DC,数字芯片设计,3.16,国科微,14.16,46,5,4.42,491534131.2,行业板块
BK1440.DC,其他塑料制品,3.15,瑞丰高材,20.01,19,2,2.6,13967036.2,行业板块
BK1152.DC,高带宽内存,3.15,联瑞新材,15.19,24,4,8.38,203617091.2,概念板块
BK1012.DC,PVDF概念,3.15,三美股份,9.99,13,3,4.16,52656542.4,概念板块
BK0578.DC,稀土永磁,3.14,湘电股份,10.0,48,4,2.38,139289035.2,概念板块
BK1484.DC,公交,3.13,大众交通,10.05,8,0,2.51,3677972.2,行业板块
BK1379.DC,热力服务,3.13,恒盛能源,10.0,16,1,4.0,15091245.4,行业板块
BK0619.DC,3D打印,3.12,博迁新材,10.0,57,14,4.59,137756035.2,概念板块
BK1303.DC,锂电池,3.11,蔚蓝锂芯,10.03,25,7,3.82,267836860.8,行业板块
BK0884.DC,光刻机(胶),3.11,格林达,10.0,84,11,6.82,234567684.8,概念板块
BK1057.DC,电子纸概念,3.1,京东方Ａ,10.02,13,1,12.13,39338744.0,概念板块
BK1037.DC,消费电子,3.09,春秋电子,10.01,84,14,3.62,393229766.4,行业板块
BK1307.DC,电机Ⅲ,3.08,康平科技,19.99,23,4,5.52,32442515.2,行业板块
BK1030.DC,电机Ⅱ,3.08,康平科技,19.99,23,4,5.52,32442515.2,行业板块
BK1428.DC,其他化学制品,3.07,华软科技,10.02,72,7,3.54,53482470.4,行业板块
BK1538.DC,瓷砖地板,3.04,美新科技,20.01,8,4,3.23,8228386.4,行业板块
BK0968.DC,固态电池,3.04,雄韬股份,9.99,175,33,3.16,738622592.0,概念板块
BK1422.DC,无机盐,3.0,金瑞矿业,10.02,9,2,3.28,14338111.2,行业板块
BK1137.DC,存储芯片,3.0,博杰股份,10.0,99,17,6.44,792899123.2,概念板块
BK1018.DC,橡胶,3.0,龙星科技,10.04,19,4,3.7,14045624.7,行业板块
BK1616.DC,白银,2.99,兴业银锡,4.04,3,0,3.76,12514991.2,行业板块
BK1088.DC,F5G概念,2.99,春秋电子,10.01,22,3,2.21,228297544.0,概念板块
BK1036.DC,半导体,2.99,慧智微-U,19.99,153,23,6.06,1137558988.8,行业板块
BK0961.DC,有机硅概念,2.99,新安股份,10.04,33,2,3.99,51998684.8,概念板块
BK0690.DC,氟化工概念,2.96,三美股份,9.99,32,5,3.47,122045379.2,概念板块
BK0580.DC,LED概念,2.94,民爆光电,20.0,81,18,9.04,253915083.2,概念板块
BK1124.DC,毫米波概念,2.92,强达电路,20.0,42,9,4.39,125832638.4,概念板块
BK0951.DC,刀片电池,2.92,雄韬股份,9.99,11,1,3.09,109478827.2,概念板块
BK0969.DC,汽车芯片,2.91,格尔软件,9.99,59,10,4.43,239547816.0,概念板块
BK1460.DC,照明设备Ⅲ,2.9,民爆光电,20.0,13,2,2.25,10061088.7,行业板块
BK1245.DC,照明设备Ⅱ,2.9,民爆光电,20.0,13,2,2.25,10061088.7,行业板块
BK0685.DC,举牌,2.89,纳尔股份,4.62,4,0,0.71,9487063.0,概念板块
BK1680.DC,2026一季报预增,2.88,宝鼎科技,10.0,85,23,3.18,475275699.2,概念板块
BK1050.DC,昨日涨停_含一字,2.88,金利华电,20.0,22,14,13.52,62286616.0,概念板块
BK0963.DC,商业航天,2.88,金利华电,20.0,249,47,3.26,677956198.4,概念板块
BK1372.DC,冶钢辅料,2.87,钒钛股份,7.47,4,0,1.81,9393707.8,行业板块
BK0948.DC,MicroLED,2.87,红板科技,10.0,27,6,11.29,95538891.2,概念板块
BK1461.DC,玻璃制造,2.86,南  玻Ａ,10.0,6,2,4.61,6217459.8,行业板块
BK0448.DC,通信设备,2.85,意华股份,10.01,78,11,4.49,463347200.0,行业板块
BK1431.DC,有机硅,2.83,东岳硅材,6.22,10,0,3.46,11697748.2,行业板块
BK0916.DC,氮化镓,2.83,京泉华,9.99,40,7,6.52,154908257.6,概念板块
BK0805.DC,钛白粉概念,2.82,钒钛股份,7.47,10,2,2.22,23218313.2,概念板块
BK1441.DC,其他橡胶制品,2.81,科强股份,13.2,11,4,2.25,6884551.4,行业板块
BK0891.DC,国产芯片,2.81,格林达,10.0,320,53,6.07,1743827353.6,概念板块
BK1531.DC,商用载客车,2.8,曙光股份,10.06,4,1,1.81,9339704.7,行业板块
BK0801.DC,增强现实,2.8,水晶光电,10.01,37,8,4.07,97268532.8,概念板块
BK0574.DC,锂电池概念,2.8,风华高科,10.0,352,56,3.06,1258467123.2,概念板块
BK1228.DC,冶钢原料,2.79,广东明珠,7.9,8,1,2.25,18352414.5,行业板块
BK0865.DC,电子烟,2.78,意华股份,10.01,45,7,4.01,168003542.4,概念板块
BK0682.DC,燃料电池概念,2.77,金利华电,20.0,113,27,2.42,367958019.2,概念板块
BK1325.DC,半导体材料,2.76,天岳先进,10.12,25,4,7.39,91741702.4,行业板块
BK1405.DC,其他专用设备,2.75,利和兴,20.0,71,19,4.68,98263654.4,行业板块
BK0519.DC,稀缺资源,2.75,金瑞矿业,10.02,60,16,2.01,514084889.6,概念板块
BK1125.DC,电子后视镜,2.74,联创电子,10.04,22,3,4.87,38872080.0,概念板块
BK1648.DC,电池技术,2.73,金利华电,20.0,480,93,2.86,1619628134.4,概念板块
BK1371.DC,铁矿石,2.72,广东明珠,7.9,4,1,4.0,8958706.7,行业板块
BK0893.DC,无线耳机,2.72,鹏鼎控股,10.0,72,9,4.5,355675326.4,概念板块
BK1402.DC,楼宇设备,2.71,展鹏科技,7.84,14,2,2.08,9686070.4,行业板块
BK1316.DC,光伏辅材,2.71,福斯特,9.98,14,4,3.47,21072033.6,行业板块
BK1033.DC,电池,2.71,雄韬股份,9.99,85,19,3.98,414654852.8,行业板块
BK0905.DC,传感器,2.71,红板科技,10.0,102,20,4.84,273208459.2,概念板块
BK1108.DC,科创板做市股,2.7,时代电气,14.4,34,10,2.15,247894211.2,概念板块
BK1082.DC,噪声防治,2.7,时代新材,7.33,8,1,4.88,5547202.0,概念板块
BK0547.DC,黄金概念,2.7,宝鼎科技,10.0,63,5,2.16,312761540.8,概念板块
BK1350.DC,其他纺织,2.69,华生科技,10.01,12,2,4.25,7792711.6,行业板块
BK1322.DC,其他电源设备Ⅲ,2.69,新雷能,11.77,23,3,2.88,51680809.6,行业板块
BK0710.DC,量子科技,2.68,格尔软件,9.99,46,8,1.67,269842916.8,概念板块
BK1443.DC,橡胶助剂,2.67,阳谷华泰,3.13,2,0,3.32,4183358.9,行业板块
BK1421.DC,钛白粉,2.67,鲁北化工,7.36,5,1,1.76,6798544.7,行业板块
BK1094.DC,钙钛矿电池,2.65,京东方Ａ,10.02,36,7,8.63,90140084.8,概念板块
BK0538.DC,化学制品,2.65,华软科技,10.02,157,22,3.23,186988489.6,行业板块
BK1400.DC,制冷空调设备,2.64,申菱环境,8.85,18,2,4.07,20733225.6,行业板块
BK0909.DC,降解塑料,2.64,双星新材,10.05,53,10,2.03,85888396.8,概念板块
BK1206.DC,基础化工,2.63,龙星科技,10.04,387,55,2.67,513437849.6,行业板块
BK1002.DC,激光雷达,2.63,水晶光电,10.01,35,8,5.57,115416611.2,概念板块
BK1038.DC,光学光电子,2.62,水晶光电,10.01,79,17,9.75,151273606.4,行业板块
BK0860.DC,边缘计算,2.62,达实智能,10.1,110,15,2.65,372964350.4,概念板块
BK0946.DC,EDA概念,2.61,华大九天,11.8,9,3,2.49,28394518.4,概念板块
BK0617.DC,石墨烯,2.6,华丽家族,10.17,55,11,3.09,124857996.8,概念板块
BK1499.DC,医美服务,2.59,*ST美谷,2.59,1,0,1.17,636347.3,行业板块
BK1354.DC,鞋帽及其他,2.58,奥康国际,9.99,7,4,3.85,4826251.9,行业板块
BK0918.DC,特高压,2.57,金利华电,20.0,75,11,2.68,237305088.0,概念板块
BK0545.DC,通用设备,2.57,黄河旋风,10.01,203,49,4.62,255928100.8,行业板块
BK1632.DC,昨日高换手,2.56,天承科技,20.0,80,28,16.35,179990388.8,概念板块
BK1633.DC,昨日高振幅,2.55,大众交通,10.05,1004,226,4.82,2666174105.6,概念板块
BK1005.DC,专精特新,2.55,格尔软件,9.99,992,247,4.46,1526908800.0,概念板块
BK1418.DC,氯碱,2.54,新金路,10.01,14,1,1.78,16093929.0,行业板块
BK1637.DC,东方财富热股,2.53,金利华电,20.0,66,34,9.62,1040185139.2,概念板块
BK1171.DC,碳纤维,2.53,银禧科技,14.65,34,7,3.34,64906872.0,概念板块
BK0975.DC,磁悬浮概念,2.53,时代电气,14.4,24,5,1.31,86622027.2,概念板块
BK0644.DC,特斯拉概念,2.53,博杰股份,10.0,164,44,3.78,783182899.2,概念板块
BK1651.DC,显示技术,2.52,双星新材,10.05,39,8,11.05,94810059.2,概念板块
BK0958.DC,虚拟电厂,2.52,大连电瓷,10.03,58,11,2.35,118219889.6,概念板块
BK1156.DC,PEEK材料概念,2.49,国际复材,15.05,36,8,4.43,96844793.6,概念板块
BK1593.DC,通信终端及配件,2.48,国盾量子,9.94,22,4,3.45,46770809.6,行业板块
BK1318.DC,光伏主材,2.48,通威股份,3.27,2,0,1.32,18645616.4,行业板块
BK1589.DC,通信应用增值服务,2.47,平治信息,8.92,13,3,4.37,33175304.0,行业板块
BK0900.DC,新能源车,2.46,曙光股份,10.06,538,129,3.32,1779039564.8,概念板块
BK0854.DC,华为概念,2.45,鹏鼎控股,10.0,591,150,4.29,2017625523.2,概念板块
BK1004.DC,工业母机,2.44,中钨高新,10.0,64,20,3.38,211624600.0,概念板块
BK0742.DC,创业板综,2.44,金利华电,20.0,1083,246,4.15,2162403635.2,概念板块
BK1198.DC,2025三季报预增,2.43,莲花控股,10.02,73,15,2.39,384238153.6,概念板块
BK1006.DC,碳基材料,2.43,信德新材,6.48,17,2,3.81,21175703.0,概念板块
BK1425.DC,胶黏剂及胶带,2.42,鹿山新材,5.94,4,1,5.85,2513556.7,行业板块
BK1215.DC,通信,2.42,意华股份,10.01,106,22,2.24,787278182.4,行业板块
BK1034.DC,其他电源设备Ⅱ,2.42,新雷能,11.77,27,5,2.35,81016736.0,行业板块
BK1667.DC,小盘成长,2.41,大众交通,10.05,258,82,3.81,724483558.4,概念板块
BK1394.DC,轨交设备Ⅲ,2.41,时代电气,14.4,26,2,0.95,45209809.6,行业板块
BK1387.DC,环保设备Ⅲ,2.41,严牌股份,15.01,21,3,4.76,18987834.2,行业板块
BK1236.DC,轨交设备Ⅱ,2.41,时代电气,14.4,26,2,0.95,45209809.6,行业板块
BK1234.DC,环保设备Ⅱ,2.41,严牌股份,15.01,21,3,4.76,18987834.2,行业板块
BK0535.DC,QFII重仓,2.4,金利华电,20.0,592,106,3.82,779541350.4,概念板块
BK1052.DC,动力电池回收,2.39,雄韬股份,9.99,38,3,2.66,320502088.0,概念板块
BK1134.DC,算力概念,2.38,科新发展,9.99,167,32,2.85,1229889817.6,概念板块
BK1208.DC,建筑材料,2.37,金隅集团,9.8,56,20,2.84,120737174.4,行业板块
BK0994.DC,空间站概念,2.37,国机精工,10.0,17,3,2.99,38340510.4,概念板块
BK1158.DC,微盘股,2.35,曙光股份,10.06,376,20,2.88,99560348.8,概念板块
BK0581.DC,智能电网,2.35,金利华电,20.0,168,27,3.31,326723548.8,概念板块
BK1386.DC,军工电子Ⅲ,2.34,火炬电子,10.01,56,6,3.27,121738132.8,行业板块
BK1233.DC,军工电子Ⅱ,2.34,火炬电子,10.01,56,6,3.27,121738132.8,行业板块
BK1200.DC,电力设备,2.33,金利华电,20.0,328,71,3.37,973684403.2,行业板块
BK1184.DC,人形机器人,2.33,博杰股份,10.0,190,51,3.86,646264448.0,概念板块
BK0908.DC,HJT电池,2.33,三孚新科,10.67,34,5,3.44,86012104.0,概念板块
BK0859.DC,超清视频,2.33,双星新材,10.05,76,22,6.04,324855091.2,概念板块
BK0512.DC,化工原料,2.33,新化股份,9.99,68,7,2.61,154675988.8,概念板块
BK1401.DC,纺织服装设备,2.31,卓郎智能,10.0,10,3,3.4,8920293.1,行业板块
BK1011.DC,环氧丙烷,2.31,航锦科技,9.99,19,4,2.38,64793292.8,概念板块
BK0935.DC,中芯概念,2.31,国机精工,10.0,57,9,5.22,448798361.6,概念板块
BK1205.DC,机械设备,2.3,黄河旋风,10.01,483,122,2.88,734158387.2,行业板块
BK0922.DC,数据中心,2.3,大众交通,10.05,198,52,2.53,1061306675.2,概念板块
BK0921.DC,卫星互联网,2.3,航锦科技,9.99,78,13,2.15,295315393.6,概念板块
BK1142.DC,裸眼3D,2.29,京东方Ａ,10.02,19,5,13.04,37302382.4,概念板块
BK1092.DC,麒麟电池,2.29,科创新源,12.02,4,4,2.02,206550865.6,概念板块
BK1031.DC,光伏设备,2.29,福斯特,9.98,56,12,3.27,187614601.6,行业板块
BK0699.DC,全息技术,2.28,深天马Ａ,4.61,10,1,3.71,28757624.0,概念板块
BK0490.DC,军工,2.27,格尔软件,9.99,338,80,3.16,691447244.8,概念板块
BK1312.DC,线缆部件及其他,2.26,金利华电,20.0,31,7,3.83,44398544.0,行业板块
BK1647.DC,电网概念,2.25,金利华电,20.0,190,35,3.4,374469646.4,概念板块
BK1423.DC,纺织化学制品,2.25,长联科技,4.84,12,1,2.95,9759377.8,行业板块
BK0910.DC,专用设备,2.25,和泰机电,10.01,161,38,2.46,188515817.6,行业板块
BK1181.DC,并购重组概念,2.24,国科微,14.16,71,22,2.32,263397843.2,概念板块
BK1163.DC,可控核聚变,2.24,东方钽业,10.0,66,11,1.88,254714558.4,概念板块
BK0989.DC,储能概念,2.24,雄韬股份,9.99,356,86,2.52,1347299916.8,概念板块
BK0153.DC,广东板块,2.24,鹏鼎控股,10.0,663,213,2.82,2214755737.6,地域板块
BK0704.DC,无人机,2.23,格尔软件,9.99,180,38,3.49,411860566.4,概念板块
BK1150.DC,新型工业化,2.22,卓郎智能,10.0,82,17,2.74,294347550.4,概念板块
BK1089.DC,汽车热管理,2.22,凯中精密,10.01,77,18,3.87,128749352.0,概念板块
BK0983.DC,核污染防治,2.22,华盛昌,10.0,28,3,1.59,49085222.4,概念板块
BK0722.DC,虚拟现实,2.22,博杰股份,10.0,167,49,5.98,452172108.8,概念板块
BK0700.DC,充电桩,2.22,艾华集团,9.98,211,42,3.42,581435187.2,概念板块
BK1677.DC,2025年报预增,2.21,博杰股份,10.0,473,146,2.74,1938836684.8,概念板块
BK1237.DC,自动化设备,2.21,博杰股份,10.0,70,23,5.02,162670067.2,行业板块
BK0881.DC,3D玻璃,2.21,联创电子,10.04,13,2,6.83,51126550.4,概念板块
BK0732.DC,贵金属,2.2,兴业银锡,4.04,13,0,2.05,64458673.6,行业板块
BK0156.DC,河南板块,2.2,黄河旋风,10.01,84,31,2.62,216796278.4,地域板块
BK1131.DC,同步磁阻电机,2.19,佳电股份,5.78,6,1,3.95,12264303.6,概念板块
BK0588.DC,光伏概念,2.19,格林达,10.0,343,79,2.97,1069774796.8,概念板块
BK0160.DC,江西板块,2.19,播恩集团,9.99,66,25,2.89,143608176.0,地域板块
BK1445.DC,安防设备,2.18,罗普特,13.11,23,3,1.52,50909678.4,行业板块
BK1097.DC,TOPCon电池,2.18,拉普拉斯,10.4,36,7,3.54,92037579.2,概念板块
BK1010.DC,磷化工,2.18,新安股份,10.04,42,3,1.78,125588124.8,概念板块
BK0471.DC,化学纤维,2.18,泰和新材,10.01,24,3,2.49,30075539.2,行业板块
BK0149.DC,安徽板块,2.17,铜陵有色,10.03,140,45,3.23,282300024.0,地域板块
BK0815.DC,昨日涨停,2.16,大众交通,10.05,20,14,10.14,42553164.8,概念板块
BK1306.DC,蓄电池及其他电池,2.15,雄韬股份,9.99,6,3,4.36,9775367.8,行业板块
BK1644.DC,微盘精选,2.14,新农股份,4.61,51,1,2.4,13507276.5,概念板块
BK1309.DC,电网自动化设备,2.14,智洋创新,11.64,22,6,2.34,57272009.6,行业板块
BK0880.DC,UWB概念,2.14,京东方Ａ,10.02,14,5,13.33,56572617.6,概念板块
BK1681.DC,2026一季报预减,2.13,聚合顺,7.0,9,3,3.56,21353857.7,概念板块
BK0970.DC,生物识别,2.13,水晶光电,10.01,41,9,3.35,121761830.4,概念板块
BK0554.DC,物联网,2.13,达实智能,10.1,300,75,4.84,1141090611.2,概念板块
BK1335.DC,面板,2.12,京东方Ａ,10.02,35,6,10.37,71501128.0,行业板块
BK1638.DC,最近多板,2.11,金利华电,20.0,69,47,12.19,201877627.2,概念板块
BK1090.DC,机器人概念,2.11,风华高科,10.0,536,152,3.04,1519769651.2,概念板块
BK0988.DC,钠离子电池,2.1,雄韬股份,9.99,54,15,2.81,346325710.4,概念板块
BK0808.DC,军民融合,2.1,火炬电子,10.01,134,41,3.09,375976212.8,概念板块
BK0158.DC,湖南板块,2.1,艾华集团,9.98,113,32,2.41,206423009.6,地域板块
BK1604.DC,医疗耗材,2.08,正川股份,10.0,38,15,2.07,45131579.2,行业板块
BK1566.DC,检测服务,2.08,联检科技,6.97,20,4,2.62,18515389.2,行业板块
BK1435.DC,磷肥及磷化工,2.08,兴发集团,4.71,8,0,2.04,22121270.7,行业板块
BK0159.DC,江苏板块,2.08,四环生物,10.13,547,166,3.05,1123718988.8,地域板块
BK1391.DC,综合环境治理,2.07,赛恩斯,6.68,12,3,3.22,8052690.4,行业板块
BK1076.DC,建筑节能,2.07,达实智能,10.1,38,7,6.49,29946171.2,概念板块
BK1019.DC,化学原料,2.05,新金路,10.01,55,9,1.84,88356592.0,行业板块
BK0457.DC,电网设备,2.05,金利华电,20.0,112,25,3.08,205629755.2,行业板块
BK1064.DC,东数西算,2.04,申菱环境,8.85,57,10,3.79,200448584.0,概念板块
BK1468.DC,其他建材Ⅲ,2.03,扬子新材,7.23,13,4,2.59,13158729.3,行业板块
BK0601.DC,海工装备,2.03,时代电气,14.4,64,11,2.2,254884654.4,概念板块
BK1665.DC,大盘成长,2.02,生益科技,10.0,50,30,1.81,1779466393.6,概念板块
BK0995.DC,华为昇腾,2.02,利和兴,20.0,38,9,3.74,63188931.2,概念板块
