ts_code,name,trade_date,close,pct_change,category,turnover_rate,amount
BK1550.DC,贸易Ⅲ,20260522,10851.56,1.86,行业板块,1.71,2413546157.0
BK0493.DC,新能源,20260522,20611.26,1.85,概念板块,2.67,139181729608.0
BK0567.DC,股权激励,20260522,4032.84,1.84,概念板块,2.49,162113685671.0
BK0592.DC,铁路基建,20260522,2970.72,1.84,概念板块,1.06,43815520596.0
BK0638.DC,创业成份,20260522,2650.04,1.84,概念板块,3.26,318717998977.0
BK0866.DC,人造肉,20260522,1254.83,1.83,概念板块,4.23,5461027118.0
BK1302.DC,电池化学品,20260522,14364.61,1.83,行业板块,3.96,44590053768.0
BK1364.DC,资产管理,20260522,4121.26,1.83,行业板块,1.89,767493737.0
BK0864.DC,氢能源,20260522,1684.15,1.82,概念板块,1.93,150479023493.0
BK1075.DC,电子身份证,20260522,1212.27,1.82,概念板块,3.46,12747878357.0
BK1398.DC,其他通用设备,20260522,6507.58,1.82,行业板块,3.93,21253695964.0
BK0162.DC,宁夏板块,20260522,10472.84,1.8,地域板块,2.03,6380377500.0
BK0528.DC,转债标的,20260522,13701.9,1.77,概念板块,1.94,167030652152.0
BK0623.DC,海洋经济,20260522,3618.76,1.77,概念板块,2.06,64862287920.0
BK0861.DC,数字孪生,20260522,1800.73,1.77,概念板块,2.79,40043385848.0
BK0925.DC,北交所概念,20260522,2406.08,1.77,概念板块,2.6,11188161963.0
BK1554.DC,商业物业经营,20260522,1848.88,1.77,行业板块,1.19,3067374165.0
BK1669.DC,中盘成长,20260522,1118.31,1.77,概念板块,2.77,360914292559.0
BK1242.DC,家电零部件Ⅱ,20260522,5897.83,1.76,行业板块,4.65,23890437930.0
BK1455.DC,家电零部件Ⅲ,20260522,5897.83,1.76,行业板块,4.65,23890437930.0
BK1467.DC,耐火材料,20260522,2287.4,1.76,行业板块,2.67,879981715.0
BK0173.DC,贵州板块,20260522,33556.93,1.75,地域板块,2.66,18201973894.0
BK1310.DC,配电设备,20260522,4222.03,1.75,行业板块,3.19,8368900266.0
BK0991.DC,工程机械概念,20260522,1817.72,1.74,概念板块,1.27,17529090905.0
BK1049.DC,EDR概念,20260522,1971.85,1.74,概念板块,3.09,14749946203.0
BK0950.DC,草甘膦,20260522,1762.17,1.73,概念板块,1.76,3537652286.0
BK1204.DC,国防军工,20260522,6642.32,1.73,行业板块,2.49,82495661393.0
BK1446.DC,其他计算机设备,20260522,9373.89,1.73,行业板块,3.8,41348379858.0
BK1155.DC,小米汽车,20260522,1895.82,1.72,概念板块,3.23,97075601814.0
BK1571.DC,油品石化贸易,20260522,3635.88,1.72,行业板块,3.39,2490195070.0
BK1227.DC,特钢Ⅱ,20260522,2214.96,1.71,行业板块,0.91,2062103526.0
BK1313.DC,风电零部件,20260522,2580.95,1.71,行业板块,3.47,9817437909.0
BK1370.DC,特钢Ⅲ,20260522,2214.96,1.71,行业板块,0.91,2062103526.0
BK0614.DC,食品安全,20260522,7663.82,1.69,概念板块,3.12,14762865328.0
BK1679.DC,2025年报扭亏,20260522,1009.49,1.69,概念板块,3.06,227772984815.0
BK0804.DC,深股通,20260522,1366.84,1.68,概念板块,3.08,1402807587381.0
BK1222.DC,影视院线,20260522,3898.16,1.68,行业板块,3.34,5996004262.0
BK1414.DC,锦纶,20260522,676.73,1.68,行业板块,1.85,453081690.0
BK0800.DC,人工智能,20260522,1980.9,1.67,概念板块,3.38,482730891583.0
BK1173.DC,锂矿概念,20260522,2407.79,1.67,概念板块,2.47,69741402929.0
BK1224.DC,纺织制造,20260522,2786.69,1.67,行业板块,2.8,5428635270.0
BK0832.DC,工业互联,20260522,2883.42,1.65,概念板块,3.26,155003722312.0
BK1014.DC,发电机概念,20260522,1896.0,1.65,概念板块,1.71,5398776037.0
BK1199.DC,2025三季报预减,20260522,1370.5,1.65,概念板块,4.36,3106979902.0
BK0596.DC,融资融券,20260522,3415.17,1.64,概念板块,1.73,2584746919812.0
BK1157.DC,飞行汽车(eVTOL),20260522,2245.07,1.64,概念板块,2.85,41320457829.0
BK0476.DC,装修建材,20260522,17595.14,1.63,行业板块,2.53,6342445949.0
BK0817.DC,昨日触板,20260522,24.91,1.63,概念板块,9.42,127957911072.0
BK1032.DC,风电设备,20260522,1710.22,1.63,行业板块,3.33,15288749247.0
BK1043.DC,专业服务,20260522,1552.96,1.63,行业板块,2.02,5318274733.0
BK1249.DC,焦炭Ⅱ,20260522,783.3,1.63,行业板块,1.37,715476514.0
BK1492.DC,焦炭Ⅲ,20260522,783.3,1.63,行业板块,1.37,715476514.0
BK1570.DC,其他石化,20260522,3328.82,1.63,行业板块,1.85,1970255302.0
BK0161.DC,辽宁板块,20260522,22882.3,1.62,地域板块,1.88,35620078680.0
BK1189.DC,腾讯云,20260522,1129.61,1.61,概念板块,2.61,17331533896.0
BK1473.DC,园林工程,20260522,3896.94,1.61,行业板块,3.04,4210227663.0
BK0165.DC,陕西板块,20260522,20474.23,1.6,地域板块,2.24,45198720773.0
BK0172.DC,浙江板块,20260522,32686.88,1.6,地域板块,2.5,300521978665.0
BK0728.DC,环保,20260522,613.89,1.6,行业板块,2.16,24056127074.0
BK1464.DC,水泥制造,20260522,2196.67,1.6,行业板块,1.2,2461064530.0
BK1487.DC,公路货运,20260522,4872.21,1.6,行业板块,1.18,340105580.0
BK0167.DC,山西板块,20260522,12106.91,1.59,地域板块,1.7,10227307929.0
BK0447.DC,互联网服务,20260522,33454.9,1.59,概念板块,4.07,81318599677.0
BK0552.DC,机构重仓,20260522,18800.82,1.59,概念板块,1.06,549823770687.0
BK0731.DC,农化制品,20260522,1788.2,1.59,行业板块,1.84,15228937691.0
BK0577.DC,核能核电,20260522,3123.89,1.58,概念板块,1.74,98944005653.0
BK0667.DC,安防概念,20260522,3596.86,1.58,概念板块,2.68,50507940913.0
BK1116.DC,抗菌面料,20260522,1743.25,1.58,概念板块,2.58,4789090598.0
BK1466.DC,管材,20260522,1982.66,1.58,行业板块,1.95,1045984451.0
BK0595.DC,风能,20260522,3059.49,1.57,概念板块,2.26,196051108940.0
BK1448.DC,横向通用软件,20260522,6915.09,1.57,行业板块,1.95,12259701885.0
BK0920.DC,车联网(车路云),20260522,1651.07,1.56,概念板块,2.32,132011830422.0
BK1047.DC,数据安全,20260522,1080.16,1.56,概念板块,2.26,47386957616.0
BK1143.DC,空间计算,20260522,1643.72,1.56,概念板块,3.65,8018542128.0
BK1207.DC,计算机,20260522,9098.2,1.56,行业板块,3.48,162053700076.0
BK0536.DC,基金重仓,20260522,15995.57,1.55,概念板块,3.67,357240876319.0
BK0684.DC,京津冀,20260522,1874.17,1.55,概念板块,2.31,23315192453.0
BK0936.DC,长寿药,20260522,1109.36,1.55,概念板块,3.36,3743912755.0
BK1413.DC,涤纶,20260522,1745.42,1.55,行业板块,2.83,1062746115.0
BK1508.DC,畜禽饲料,20260522,2021.09,1.55,行业板块,1.86,995940804.0
BK0629.DC,北斗导航,20260522,7755.07,1.54,概念板块,2.43,46993631761.0
BK1079.DC,户外露营,20260522,1567.55,1.54,概念板块,2.21,3224432536.0
BK1678.DC,2025年报预减,20260522,1010.71,1.54,概念板块,2.52,124286532887.0
BK0151.DC,福建板块,20260522,27565.44,1.53,地域板块,2.36,98505598985.0
BK0985.DC,换电概念,20260522,1881.65,1.53,概念板块,1.99,20398463420.0
BK1070.DC,土壤修复,20260522,1086.61,1.53,概念板块,1.79,5520342734.0
BK1166.DC,低空经济,20260522,1834.12,1.53,概念板块,2.9,151554460702.0
BK1273.DC,体育Ⅱ,20260522,1221.91,1.53,行业板块,9.62,1258525128.0
BK1564.DC,体育Ⅲ,20260522,1221.91,1.53,行业板块,9.62,1258525128.0
BK1454.DC,其他黑色家电,20260522,3283.75,1.52,行业板块,2.79,1262662056.0
BK1529.DC,汽车电子电气系统,20260522,4459.32,1.52,行业板块,4.41,22828444408.0
BK1542.DC,文化用品,20260522,2988.59,1.52,行业板块,2.06,668156039.0
BK0737.DC,软件开发,20260522,1204.01,1.51,行业板块,2.86,55023325404.0
BK0823.DC,养老金,20260522,1803.78,1.51,概念板块,1.69,119674610586.0
BK0953.DC,鸿蒙概念,20260522,1654.63,1.51,概念板块,3.71,72381010845.0
BK0163.DC,青海板块,20260522,6699.94,1.5,地域板块,1.99,8678596285.0
BK1066.DC,民爆概念,20260522,1645.52,1.5,概念板块,1.72,7615636472.0
BK1434.DC,钾肥,20260522,2619.38,1.5,行业板块,1.23,4098826010.0
BK1527.DC,轮胎轮毂,20260522,3159.42,1.5,行业板块,1.62,3273038963.0
BK0812.DC,贬值受益,20260522,1851.95,1.49,概念板块,2.4,112975314226.0
BK1326.DC,半导体设备,20260522,47638.37,1.49,行业板块,5.28,68948283469.0
BK1349.DC,棉纺,20260522,2621.29,1.49,行业板块,2.19,972486175.0
BK1388.DC,大气治理,20260522,3822.18,1.49,行业板块,3.68,1061139880.0
BK1447.DC,垂直应用软件,20260522,9433.72,1.49,行业板块,3.28,42763623518.0
BK0164.DC,山东板块,20260522,22900.55,1.48,地域板块,2.0,118316373646.0
BK0539.DC,综合Ⅱ,20260522,12652.16,1.48,行业板块,1.87,6139537206.0
BK1072.DC,中俄贸易概念,20260522,1773.75,1.48,概念板块,1.89,17038428767.0
BK1217.DC,综合,20260522,12652.16,1.48,行业板块,1.87,6139537206.0
BK1295.DC,其他数字媒体,20260522,1042.45,1.48,行业板块,13.42,1632690140.0
BK1355.DC,运动服装,20260522,3265.59,1.48,行业板块,3.26,680526462.0
BK1627.DC,综合Ⅲ,20260522,12652.16,1.48,行业板块,1.87,6139537206.0
BK1642.DC,微利股,20260522,944.94,1.48,概念板块,2.63,33948664587.0
BK1672.DC,破发股,20260522,1008.47,1.48,概念板块,1.61,61569657986.0
BK0680.DC,智能家居,20260522,3388.46,1.47,概念板块,2.73,118156651817.0
BK1022.DC,职业教育,20260522,1417.97,1.47,概念板块,3.09,21217427146.0
BK1510.DC,其他养殖,20260522,886.71,1.47,行业板块,1.45,172278151.0
BK0736.DC,通信服务,20260522,1307.23,1.46,行业板块,1.44,27503307839.0
BK1351.DC,印染,20260522,1757.53,1.46,行业板块,2.87,575387132.0
BK1643.DC,小盘股,20260522,976.8,1.46,概念板块,2.68,629559625767.0
BK0568.DC,深成500,20260522,1539.64,1.45,概念板块,2.64,872884698394.0
BK1080.DC,新型城镇化,20260522,1213.22,1.45,概念板块,2.52,20539211797.0
BK0579.DC,云计算,20260522,3807.45,1.44,概念板块,1.99,136445595241.0
BK1068.DC,净水概念,20260522,1237.99,1.44,概念板块,1.02,6325876601.0
BK1103.DC,熔盐储能,20260522,1168.94,1.44,概念板块,2.09,3209889505.0
BK1545.DC,特种纸,20260522,2648.39,1.44,行业板块,3.96,2200502364.0
BK0873.DC,垃圾分类,20260522,1735.97,1.43,概念板块,1.89,20245933192.0
BK1109.DC,供销社概念,20260522,1077.44,1.43,概念板块,3.27,2735358207.0
BK0506.DC,创投,20260522,19065.14,1.41,概念板块,2.68,193958631281.0
BK0628.DC,智慧城市,20260522,6129.16,1.41,概念板块,5.49,110011739239.0
BK1041.DC,医疗器械,20260522,993.58,1.41,行业板块,2.06,27061315837.0
BK1104.DC,信创,20260522,2010.79,1.41,概念板块,3.57,155183046702.0
BK1375.DC,光伏发电,20260522,4131.81,1.41,行业板块,4.14,7191045667.0
BK0847.DC,影视概念,20260522,1018.63,1.4,概念板块,2.53,15349313753.0
BK1231.DC,航空装备Ⅱ,20260522,4955.77,1.4,行业板块,2.26,28960191228.0
BK1235.DC,环境治理,20260522,2653.86,1.4,行业板块,1.79,15300081243.0
BK1238.DC,IT服务Ⅱ,20260522,9334.11,1.4,行业板块,4.32,58861760249.0
BK1323.DC,综合电力设备商,20260522,1607.96,1.4,行业板块,2.0,4195144841.0
BK1384.DC,航空装备Ⅲ,20260522,4955.77,1.4,行业板块,2.26,28960191228.0
BK1444.DC,IT服务Ⅲ,20260522,9334.11,1.4,行业板块,4.32,58861760249.0
BK0145.DC,上海板块,20260522,24134.0,1.38,地域板块,1.62,242256928655.0
BK1631.DC,昨日炸板,20260522,808.81,1.37,概念板块,9.06,119648647902.0
BK0730.DC,农药兽药,20260522,1282.63,1.36,概念板块,1.92,5376544260.0
BK0809.DC,AI智能体,20260522,1299.17,1.36,概念板块,3.78,75498496079.0
BK1179.DC,房屋检测,20260522,1508.24,1.36,概念板块,1.91,6453045795.0
BK1412.DC,氨纶,20260522,2591.32,1.36,行业板块,0.58,295428587.0
BK1427.DC,民爆制品,20260522,4855.93,1.36,行业板块,2.47,3572057693.0
BK0835.DC,独角兽,20260522,2274.38,1.35,概念板块,2.65,107658385540.0
BK1058.DC,地下管网,20260522,1290.74,1.35,概念板块,1.87,9847066106.0
BK1565.DC,会展服务,20260522,1068.07,1.35,行业板块,0.92,118779182.0
BK0556.DC,移动支付,20260522,12885.59,1.34,概念板块,2.02,50755465120.0
BK1153.DC,多模态AI,20260522,1407.72,1.34,概念板块,3.07,36409326198.0
BK0813.DC,雄安新区,20260522,1066.65,1.33,概念板块,1.82,48523203555.0
BK0897.DC,IPv6,20260522,1465.06,1.33,概念板块,2.14,19561305750.0
BK1188.DC,DeepSeek概念,20260522,1386.48,1.33,概念板块,2.98,159006682791.0
BK0436.DC,纺织服饰,20260522,14691.24,1.32,行业板块,2.01,13565262328.0
BK1528.DC,其他汽车零部件,20260522,5564.94,1.32,行业板块,3.56,14038360288.0
BK0622.DC,地热能,20260522,7290.29,1.31,概念板块,6.32,8316207226.0
BK1395.DC,机床工具,20260522,2271.63,1.31,行业板块,2.69,5857567084.0
BK0169.DC,四川板块,20260522,28100.71,1.3,地域板块,1.92,83906051047.0
BK0424.DC,水泥,20260522,28858.52,1.3,行业板块,1.4,3439906646.0
BK0634.DC,大数据,20260522,5835.73,1.3,概念板块,2.98,205776435440.0
BK0696.DC,国产软件,20260522,3714.06,1.3,概念板块,3.36,101009565920.0
BK0725.DC,装修装饰Ⅱ,20260522,972.64,1.3,行业板块,3.24,4238145633.0
BK1478.DC,装修装饰Ⅲ,20260522,972.64,1.3,行业板块,3.24,4238145633.0
BK0845.DC,百度概念,20260522,1890.28,1.29,概念板块,3.28,122395423845.0
BK1133.DC,ERP概念,20260522,1506.93,1.29,概念板块,2.94,8315855098.0
BK1182.DC,智谱AI概念,20260522,1312.28,1.29,概念板块,4.62,22097947152.0
BK1118.DC,数据确权,20260522,1573.52,1.28,概念板块,3.46,8918177280.0
BK1311.DC,输变电设备,20260522,4977.18,1.28,行业板块,2.8,16330461829.0
BK1390.DC,水务及水治理,20260522,2162.91,1.28,行业板块,1.4,6333938321.0
BK0148.DC,吉林板块,20260522,21583.84,1.27,地域板块,2.32,9394159784.0
BK0594.DC,长江三角,20260522,3057.94,1.27,概念板块,2.08,274220842510.0
BK0715.DC,航母概念,20260522,1107.15,1.27,概念板块,1.55,24923876251.0
BK1664.DC,中盘股,20260522,1042.86,1.27,概念板块,2.02,594215554862.0
BK0429.DC,交运设备,20260522,10922.05,1.26,概念板块,0.96,8001588089.0
BK0501.DC,次新股,20260522,30565.69,1.26,概念板块,8.04,60040259822.0
BK1621.DC,锂,20260522,20422.98,1.26,行业板块,4.41,13908380932.0
BK0706.DC,人脑工程,20260522,5832.28,1.25,概念板块,3.02,26547372345.0
BK0914.DC,医废处理,20260522,1429.29,1.25,概念板块,1.94,4569258375.0
BK1009.DC,元宇宙概念,20260522,2403.49,1.25,概念板块,3.55,97972413995.0
BK1135.DC,数据要素,20260522,1286.02,1.25,概念板块,3.1,73166656894.0
BK1389.DC,固废治理,20260522,3291.62,1.25,行业板块,1.78,5680840473.0
BK1486.DC,仓储物流,20260522,4444.66,1.25,行业板块,1.34,594426103.0
BK1505.DC,其他农产品加工,20260522,2541.42,1.25,行业板块,1.22,1034280459.0
BK0707.DC,沪股通,20260522,2719.49,1.24,概念板块,1.11,1121754661324.0
BK0712.DC,一带一路,20260522,1716.87,1.24,概念板块,1.08,229464885373.0
BK1225.DC,服装家纺,20260522,2633.11,1.24,行业板块,1.87,6630688174.0
BK0726.DC,工程咨询服务Ⅱ,20260522,890.68,1.23,行业板块,2.95,6210547940.0
BK0743.DC,深证100R,20260522,1385.62,1.23,概念板块,2.83,369452483619.0
BK0926.DC,湖北自贸,20260522,2536.94,1.23,概念板块,2.82,43222150722.0
BK1129.DC,数字水印,20260522,1114.65,1.23,概念板块,4.49,7820324371.0
BK1314.DC,风电整机,20260522,1973.8,1.23,行业板块,3.11,5471311338.0
BK1471.DC,工程咨询服务Ⅲ,20260522,890.68,1.23,行业板块,2.95,6210547940.0
BK0157.DC,湖北板块,20260522,23477.94,1.22,地域板块,2.65,108878861082.0
BK0898.DC,胎压监测,20260522,2649.62,1.21,概念板块,3.61,11862197435.0
BK0945.DC,装配建筑,20260522,1176.18,1.21,概念板块,1.37,21205399819.0
BK1626.DC,稀土,20260522,10125.61,1.21,行业板块,2.33,7268463199.0
BK1333.DC,LED,20260522,8830.49,1.2,行业板块,7.85,22682453253.0
BK0146.DC,黑龙江,20260522,8404.49,1.19,地域板块,2.13,7773329682.0
BK0428.DC,电力,20260522,21685.07,1.19,行业板块,1.98,63998248930.0
BK0668.DC,医疗器械概念,20260522,4519.39,1.19,概念板块,2.3,122630290300.0
BK1100.DC,减速器,20260522,2146.38,1.19,概念板块,4.47,60486741418.0
BK1115.DC,跨境电商,20260522,1598.39,1.19,概念板块,2.75,42397690161.0
BK1321.DC,火电设备,20260522,1516.32,1.19,行业板块,1.96,488747990.0
BK0166.DC,天津板块,20260522,15795.99,1.18,地域板块,1.7,40990081355.0
BK0981.DC,工业气体,20260522,2709.44,1.18,概念板块,2.42,24107275588.0
BK1243.DC,其他家电Ⅱ,20260522,1278.08,1.18,行业板块,2.71,264438866.0
BK1346.DC,住宅开发,20260522,2023.93,1.18,行业板块,1.95,18856526819.0
BK1407.DC,工控设备,20260522,6768.03,1.18,行业板块,3.67,17504587781.0
BK1456.DC,其他家电Ⅲ,20260522,1278.08,1.18,行业板块,2.71,264438866.0
BK0697.DC,IPO受益,20260522,3439.41,1.17,概念板块,1.57,37657667801.0
BK0701.DC,中证500,20260522,2697.35,1.16,概念板块,1.96,556432683512.0
BK0852.DC,冷链物流,20260522,2178.87,1.16,概念板块,2.01,47723919282.0
BK1267.DC,造纸,20260522,2756.87,1.16,行业板块,2.41,4022500801.0
BK0479.DC,钢铁,20260522,8561.89,1.15,行业板块,1.05,10521536665.0
BK0481.DC,汽车零部件,20260522,52881.18,1.15,行业板块,3.22,98845763966.0
BK0525.DC,参股银行,20260522,12458.56,1.15,概念板块,1.2,107930178614.0
BK1357.DC,钟表珠宝,20260522,2054.18,1.15,行业板块,1.28,1427851758.0
BK1553.DC,多业态零售,20260522,1518.06,1.15,行业板块,3.73,3363939435.0
BK0818.DC,可燃冰,20260522,1660.58,1.14,概念板块,1.06,2138615151.0
BK1007.DC,植物照明,20260522,1346.8,1.14,概念板块,6.33,12001920339.0
BK1086.DC,粮食概念,20260522,737.31,1.14,概念板块,1.83,3192885978.0
BK1266.DC,文娱用品,20260522,3780.08,1.14,行业板块,2.88,3096111902.0
BK0590.DC,西部大开发,20260522,3682.42,1.13,概念板块,1.97,273369243850.0
BK1056.DC,幽门螺杆菌概念,20260522,997.67,1.13,概念板块,2.14,9698736926.0
BK1352.DC,非运动服装,20260522,2255.5,1.13,行业板块,1.63,3661073543.0
BK0967.DC,水产概念,20260522,904.74,1.12,概念板块,1.6,2517560138.0
BK1588.DC,通信工程及服务,20260522,3411.64,1.12,行业板块,6.93,8264731745.0
BK0482.DC,一般零售,20260522,17036.02,1.11,行业板块,2.08,9924335722.0
BK0924.DC,地摊经济,20260522,2042.78,1.11,概念板块,2.6,11764960399.0
BK1258.DC,饲料,20260522,3561.06,1.11,行业板块,1.78,2280370167.0
BK1540.DC,其他家居用品,20260522,7467.85,1.11,行业板块,2.08,2534149618.0
BK1590.DC,其他通信设备,20260522,6135.18,1.1,行业板块,2.61,2350654832.0
BK0480.DC,航天航空,20260522,62749.31,1.09,概念板块,2.29,27499011392.0
BK0677.DC,粤港自贸,20260522,3355.89,1.09,概念板块,1.64,16815340970.0
BK0803.DC,股权转让,20260522,843.71,1.09,概念板块,2.17,6555268181.0
BK0830.DC,区块链,20260522,1189.76,1.09,概念板块,1.36,160293267292.0
BK0886.DC,智慧政务,20260522,1546.57,1.09,概念板块,2.57,24044011730.0
BK0955.DC,C2M概念,20260522,1486.95,1.09,概念板块,1.98,8275230297.0
BK1682.DC,2026一季报扭亏,20260522,1288.82,1.09,概念板块,4.07,22281795919.0
BK0174.DC,西藏板块,20260522,25981.43,1.07,地域板块,1.6,5134968714.0
BK0705.DC,上证380,20260522,3068.02,1.07,概念板块,1.87,306151638080.0
BK0982.DC,电子车牌,20260522,1426.55,1.07,概念板块,3.33,4077283694.0
BK1145.DC,机器人执行器,20260522,2399.89,1.07,概念板块,5.12,53251124353.0
BK1230.DC,航海装备Ⅱ,20260522,5540.73,1.07,行业板块,1.96,7426878003.0
BK1383.DC,航海装备Ⅲ,20260522,5540.73,1.07,行业板块,1.96,7426878003.0
BK1469.DC,涂料,20260522,1058.45,1.07,行业板块,2.51,362969018.0
BK0520.DC,社保重仓,20260522,15567.56,1.06,概念板块,2.05,5168146319.0
BK1061.DC,数字经济,20260522,1378.73,1.06,概念板块,3.22,74477902663.0
BK1176.DC,财税数字化,20260522,1789.89,1.06,概念板块,2.43,13755411511.0
BK1197.DC,反内卷概念,20260522,1099.09,1.06,概念板块,1.52,71951265079.0
BK1406.DC,印刷包装机械,20260522,2560.17,1.06,行业板块,3.48,1804744405.0
BK0821.DC,MSCI中国,20260522,1537.38,1.05,概念板块,1.17,1262757060298.0
BK1003.DC,抽水蓄能,20260522,2107.58,1.05,概念板块,1.93,33106719419.0
BK1629.DC,AI应用,20260522,842.65,1.05,概念板块,3.25,106549129910.0
BK1639.DC,周期股,20260522,968.77,1.05,概念板块,1.57,293516282516.0
BK0175.DC,内蒙古,20260522,26769.82,1.04,地域板块,1.76,18488543914.0
BK0600.DC,参股新三板,20260522,3210.49,1.04,概念板块,2.78,58929802228.0
BK0708.DC,体育产业,20260522,1517.31,1.04,概念板块,2.02,17298678491.0
BK1209.DC,建筑装饰,20260522,3288.92,1.04,行业板块,1.48,36666974296.0
BK1264.DC,商用车,20260522,2839.58,1.04,行业板块,1.22,3418106046.0
BK1543.DC,娱乐用品,20260522,3053.7,1.04,行业板块,3.21,2427955862.0
BK1557.DC,培训教育,20260522,4724.04,1.04,行业板块,2.23,1425540294.0
BK0683.DC,央国企改革,20260522,5173.1,1.03,概念板块,1.38,688000541576.0
BK0933.DC,退税商店,20260522,1267.01,1.03,概念板块,2.51,4478254866.0
BK1024.DC,绿色电力,20260522,1420.85,1.03,概念板块,2.21,86260042502.0
BK1054.DC,DRG/DIP,20260522,1093.15,1.03,概念板块,1.87,2959994174.0
BK1211.DC,汽车,20260522,4643.7,1.03,行业板块,2.34,113995446603.0
BK0440.DC,家居用品,20260522,52656.15,1.02,行业板块,2.26,8657472082.0
BK0839.DC,知识产权,20260522,2227.93,1.02,概念板块,3.32,13784679863.0
BK1087.DC,超超临界发电,20260522,1655.12,1.02,概念板块,2.07,29592566134.0
BK1213.DC,商贸零售,20260522,2318.13,1.02,行业板块,2.0,19146820851.0
BK1232.DC,航天装备Ⅱ,20260522,6406.69,1.02,行业板块,2.1,8821163813.0
BK1378.DC,其他能源发电,20260522,1628.15,1.02,行业板块,0.92,110382075.0
BK1385.DC,航天装备Ⅲ,20260522,6406.69,1.02,行业板块,2.1,8821163813.0
BK1509.DC,水产饲料,20260522,6349.32,1.02,行业板块,1.52,890974122.0
BK1525.DC,车身附件及饰件,20260522,6000.94,1.02,行业板块,2.17,11445093206.0
BK1584.DC,熟食,20260522,2447.3,1.02,行业板块,1.61,369181800.0
BK0470.DC,造纸印刷,20260522,10918.65,1.01,概念板块,2.5,6693196760.0
BK0492.DC,煤化工概念,20260522,11678.04,1.01,概念板块,1.33,26054508028.0
BK0721.DC,PPP模式,20260522,843.86,1.01,概念板块,1.4,36609554762.0
BK1419.DC,煤化工,20260522,1896.31,1.01,行业板块,1.42,3128704086.0
BK0427.DC,公用事业,20260522,10501.42,1.0,行业板块,2.0,70830254834.0
BK0656.DC,智能电视,20260522,1436.54,1.0,概念板块,2.12,8187124207.0
BK0932.DC,尾气治理,20260522,2227.68,1.0,概念板块,3.67,19523694527.0
BK1008.DC,国资云概念,20260522,1644.98,1.0,概念板块,2.57,13501499266.0
BK1229.DC,地面兵装Ⅱ,20260522,4085.08,1.0,行业板块,2.06,3334801781.0
BK1247.DC,基础建设,20260522,2383.52,1.0,行业板块,1.24,10541995243.0
BK1382.DC,地面兵装Ⅲ,20260522,4085.08,1.0,行业板块,2.06,3334801781.0
BK1556.DC,教育运营及其他,20260522,1004.64,1.0,行业板块,2.06,231194144.0
BK1628.DC,2025三季报扭亏,20260522,875.93,1.0,概念板块,1.33,5565303544.0
BK1432.DC,氮肥,20260522,1969.67,0.99,行业板块,1.94,1420028257.0
BK1495.DC,生活用纸,20260522,1183.05,0.99,行业板块,1.63,689187857.0
BK1605.DC,医疗设备,20260522,6477.01,0.99,行业板块,2.15,12728908661.0
BK0170.DC,重庆板块,20260522,20743.65,0.98,地域板块,1.78,24937706301.0
BK0907.DC,转基因,20260522,1391.32,0.98,概念板块,1.84,2485586114.0
BK1099.DC,轮毂电机,20260522,1222.33,0.98,概念板块,3.45,2084394582.0
BK0597.DC,水利建设,20260522,2234.47,0.97,概念板块,1.69,41494373266.0
BK0632.DC,土地流转,20260522,1809.16,0.97,概念板块,1.7,6784514846.0
BK0734.DC,饰品,20260522,416.57,0.97,行业板块,1.27,1505938883.0
BK1274.DC,炼化及贸易,20260522,3732.77,0.97,行业板块,0.38,10395323356.0
BK1360.DC,金融信息服务,20260522,5439.16,0.97,行业板块,3.19,1450797374.0
BK1513.DC,海洋捕捞,20260522,1148.74,0.97,行业板块,1.14,75905802.0
BK1518.DC,种子,20260522,3901.42,0.97,行业板块,1.98,876073752.0
BK1053.DC,低价股,20260522,1113.83,0.96,概念板块,1.49,22723287282.0
BK1111.DC,AIGC概念,20260522,2203.34,0.96,概念板块,3.61,71917312916.0
BK1119.DC,PLC概念,20260522,1804.52,0.96,概念板块,2.94,10747222900.0
BK1241.DC,黑色家电,20260522,4848.32,0.96,行业板块,2.25,3798892733.0
BK1449.DC,冰洗,20260522,2015.65,0.96,行业板块,1.07,1527368968.0
BK1603.DC,体外诊断,20260522,3577.38,0.96,行业板块,1.97,5735188567.0
BK0603.DC,页岩气,20260522,2891.41,0.95,概念板块,0.47,11261075381.0
BK1294.DC,门户网站,20260522,3150.39,0.95,行业板块,2.26,3060746911.0
BK0456.DC,家用电器,20260522,26121.47,0.94,行业板块,2.13,40477258043.0
BK0843.DC,天然气,20260522,1851.77,0.94,概念板块,0.89,40649825876.0
BK0155.DC,河北板块,20260522,18530.15,0.93,地域板块,1.81,35464074318.0
BK0740.DC,教育,20260522,602.8,0.93,行业板块,2.11,1804114033.0
BK0867.DC,富时罗素,20260522,1873.36,0.93,概念板块,1.46,1328330397056.0
BK1098.DC,生物质能发电,20260522,1171.46,0.93,概念板块,2.25,5047050616.0
